i,hypo,hyper,closure,hypo_syn,hyper_syn,path_len,path,vec_hypo,vec_hyper,vec_path_mean,vec_hypo_method,vec_hyper_method,vec_hypo_key,vec_hyper_key
160,willow,tree,True,willow.n.01,tree.n.01,1.0,willow.n.01 -> tree.n.01,True,True,,synset_name,synset_name,willow.n.01,tree.n.01
161,mallet,hand tool,True,mallet.n.03,hand_tool.n.01,2.0,mallet.n.03 -> hammer.n.02 -> hand_tool.n.01,True,True,,synset_name,synset_name,mallet.n.03,hand_tool.n.01
162,belt,accessory,True,belt.n.02,accessory.n.01,1.0,belt.n.02 -> accessory.n.01,True,True,,synset_name,synset_name,belt.n.02,accessory.n.01
163,english horn,woodwind,True,english_horn.n.01,woodwind.n.01,3.0,english_horn.n.01 -> double-reed_instrument.n.01 -> beating-reed_instrument.n.01 -> woodwind.n.01,True,True,,synset_name,synset_name,english_horn.n.01,woodwind.n.01
164,string instrument,instrument,False,,,,,True,True,,wn_lemma,wn_lemma,string.n.01,instrument.n.01
165,saxophone,woodwind,True,sax.n.02,woodwind.n.01,3.0,sax.n.02 -> single-reed_instrument.n.01 -> beating-reed_instrument.n.01 -> woodwind.n.01,True,True,,synset_name,synset_name,sax.n.02,woodwind.n.01
166,leggings,lower body clothing,True,legging.n.01,clothing.n.01,2.0,legging.n.01 -> garment.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,legging.n.01,clothing.n.01
167,high heels,footwear,False,,,,,True,True,,wn_lemma,wn_lemma,high.n.01,footwear.n.01
168,tortoise,reptile,True,tortoise.n.01,reptile.n.01,4.0,tortoise.n.01 -> turtle.n.02 -> chelonian.n.01 -> anapsid.n.01 -> reptile.n.01,True,True,,synset_name,synset_name,tortoise.n.01,reptile.n.01
169,tree,plant,True,tree.n.01,plant.n.02,3.0,tree.n.01 -> woody_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_name,synset_name,tree.n.01,plant.n.02
170,airliner,aircraft,True,airliner.n.01,aircraft.n.01,3.0,airliner.n.01 -> airplane.n.01 -> heavier-than-air_craft.n.01 -> aircraft.n.01,True,True,,synset_name,synset_name,airliner.n.01,aircraft.n.01
171,pine,tree,True,pine.n.01,tree.n.01,3.0,pine.n.01 -> conifer.n.01 -> gymnospermous_tree.n.01 -> tree.n.01,True,True,,synset_name,synset_name,pine.n.01,tree.n.01
172,sweater,upper body clothing,True,sweater.n.01,clothing.n.01,2.0,sweater.n.01 -> garment.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,sweater.n.01,clothing.n.01
173,percussion instrument,instrument,False,,,,,True,True,,wn_lemma,wn_lemma,percussion_instrument.n.01,instrument.n.01
174,trout,fish,True,trout.n.01,fish.n.02,1.0,trout.n.01 -> fish.n.02,True,True,,synset_name,synset_name,trout.n.01,fish.n.02
175,ice cream,dessert,True,ice_cream.n.01,dessert.n.01,2.0,ice_cream.n.01 -> frozen_dessert.n.01 -> dessert.n.01,True,True,,synset_name,synset_name,ice_cream.n.01,dessert.n.01
176,tree fern,fern,True,fern.n.01,fern.n.01,0.0,fern.n.01,True,True,,synset_name,synset_name,fern.n.01,fern.n.01
177,cabbage,vegetable,True,cabbage.n.01,vegetable.n.01,2.0,cabbage.n.01 -> cruciferous_vegetable.n.01 -> vegetable.n.01,True,True,,synset_name,synset_name,cabbage.n.01,vegetable.n.01
178,pepper,vegetable,True,pepper.n.04,vegetable.n.01,2.0,pepper.n.04 -> solanaceous_vegetable.n.01 -> vegetable.n.01,True,True,,synset_name,synset_name,pepper.n.04,vegetable.n.01
179,harp,string instrument,False,,,,,True,True,,wn_lemma,wn_lemma,harp.n.01,string.n.01
180,tuna,fish,True,tuna.n.03,fish.n.01,2.0,tuna.n.03 -> food_fish.n.01 -> fish.n.01,True,True,,synset_name,synset_name,tuna.n.03,fish.n.01
181,bungalow,residential building,True,bungalow.n.01,building.n.01,2.0,bungalow.n.01 -> house.n.01 -> building.n.01,True,True,,synset_name,synset_name,bungalow.n.01,building.n.01
182,mosque,religious building,True,mosque.n.01,building.n.01,2.0,mosque.n.01 -> place_of_worship.n.01 -> building.n.01,True,True,,synset_name,synset_name,mosque.n.01,building.n.01
183,motorcycle,road vehicle,True,motorcycle.n.01,vehicle.n.01,4.0,motorcycle.n.01 -> motor_vehicle.n.01 -> self-propelled_vehicle.n.01 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_name,synset_name,motorcycle.n.01,vehicle.n.01
184,car,road vehicle,True,car.n.02,vehicle.n.01,2.0,car.n.02 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_name,synset_name,car.n.02,vehicle.n.01
185,pear,fruit,True,pear.n.01,fruit.n.01,2.0,pear.n.01 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_name,synset_name,pear.n.01,fruit.n.01
186,power tool,tool,True,power_tool.n.01,tool.n.01,1.0,power_tool.n.01 -> tool.n.01,True,True,,synset_name,synset_name,power_tool.n.01,tool.n.01
187,gardening tool,tool,True,tool.n.01,tool.n.01,0.0,tool.n.01,True,True,,synset_name,synset_name,tool.n.01,tool.n.01
188,slippers,footwear,True,slipper.n.01,footwear.n.02,1.0,slipper.n.01 -> footwear.n.02,True,True,,synset_name,synset_name,slipper.n.01,footwear.n.02
189,space station,spacecraft,False,,,,,True,True,,wn_lemma,wn_lemma,space_station.n.01,spacecraft.n.01
190,maidenhair fern,fern,True,fern.n.01,fern.n.01,0.0,fern.n.01,True,True,,synset_name,synset_name,fern.n.01,fern.n.01
191,gloves,accessory,False,,,,,True,True,,wn_lemma,wn_lemma,baseball_glove.n.01,accessory.n.01
192,utility knife,hand tool,False,,,,,True,True,,wn_lemma,wn_lemma,utility.n.01,hand_tool.n.01
193,caliper,measuring tool,False,,,,,True,True,,wn_lemma,wn_lemma,caliper.n.01,measurement.n.01
194,marimba,percussion instrument,True,marimba.n.01,percussion_instrument.n.01,1.0,marimba.n.01 -> percussion_instrument.n.01,True,True,,synset_name,synset_name,marimba.n.01,percussion_instrument.n.01
195,bamboo,grass,False,,,,,True,True,,wn_lemma,wn_lemma,bamboo.n.01,grass.n.01
196,commercial building,building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_name,synset_name,building.n.01,building.n.01
197,ukulele,string instrument,False,,,,,True,True,,wn_lemma,wn_lemma,uke.n.01,string.n.01
198,villa,residential building,True,villa.n.02,building.n.01,2.0,villa.n.02 -> house.n.01 -> building.n.01,True,True,,synset_name,synset_name,villa.n.02,building.n.01
199,beef,meat,True,beef.n.02,meat.n.01,1.0,beef.n.02 -> meat.n.01,True,True,,synset_name,synset_name,beef.n.02,meat.n.01
200,milk,dairy product,True,milk.n.01,dairy_product.n.01,1.0,milk.n.01 -> dairy_product.n.01,True,True,,synset_name,synset_name,milk.n.01,dairy_product.n.01
201,ant,insect,True,ant.n.01,insect.n.01,2.0,ant.n.01 -> hymenopterous_insect.n.01 -> insect.n.01,True,True,,synset_name,synset_name,ant.n.01,insect.n.01
202,flamingo,bird,True,flamingo.n.01,bird.n.01,3.0,flamingo.n.01 -> wading_bird.n.01 -> aquatic_bird.n.01 -> bird.n.01,True,True,,synset_name,synset_name,flamingo.n.01,bird.n.01
203,saguaro,cactus,True,saguaro.n.01,cactus.n.01,1.0,saguaro.n.01 -> cactus.n.01,True,True,,synset_name,synset_name,saguaro.n.01,cactus.n.01
204,cottage,residential building,True,bungalow.n.01,building.n.01,2.0,bungalow.n.01 -> house.n.01 -> building.n.01,True,True,,synset_name,synset_name,bungalow.n.01,building.n.01
205,insect,animal,True,insect.n.01,animal.n.01,3.0,insect.n.01 -> arthropod.n.01 -> invertebrate.n.01 -> animal.n.01,True,True,,synset_name,synset_name,insect.n.01,animal.n.01
206,oboe,woodwind,True,oboe.n.01,woodwind.n.01,3.0,oboe.n.01 -> double-reed_instrument.n.01 -> beating-reed_instrument.n.01 -> woodwind.n.01,True,True,,synset_name,synset_name,oboe.n.01,woodwind.n.01
207,skirt,lower body clothing,True,skirt.n.02,clothing.n.01,2.0,skirt.n.02 -> garment.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,skirt.n.02,clothing.n.01
208,mango,fruit,True,mango.n.02,fruit.n.01,2.0,mango.n.02 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_name,synset_name,mango.n.02,fruit.n.01
209,dog,mammal,True,dog.n.01,mammal.n.01,4.0,dog.n.01 -> canine.n.02 -> carnivore.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_name,synset_name,dog.n.01,mammal.n.01
210,cookie,dessert,False,,,,,True,True,,wn_lemma,wn_lemma,cookie.n.01,dessert.n.01
211,hawk,bird,True,hawk.n.01,bird.n.01,2.0,hawk.n.01 -> bird_of_prey.n.01 -> bird.n.01,True,True,,synset_name,synset_name,hawk.n.01,bird.n.01
212,gong,percussion instrument,True,gong.n.01,percussion_instrument.n.01,1.0,gong.n.01 -> percussion_instrument.n.01,True,True,,synset_name,synset_name,gong.n.01,percussion_instrument.n.01
213,warehouse,industrial building,False,,,,,True,True,,wn_lemma,wn_lemma,warehouse.n.01,building.n.01
214,t-shirt,upper body clothing,True,jersey.n.03,clothing.n.01,3.0,jersey.n.03 -> shirt.n.01 -> garment.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,jersey.n.03,clothing.n.01
215,owl,bird,True,owl.n.01,bird.n.01,2.0,owl.n.01 -> bird_of_prey.n.01 -> bird.n.01,True,True,,synset_name,synset_name,owl.n.01,bird.n.01
216,church,religious building,True,church.n.02,building.n.01,2.0,church.n.02 -> place_of_worship.n.01 -> building.n.01,True,True,,synset_name,synset_name,church.n.02,building.n.01
217,jigsaw,power tool,True,saber_saw.n.01,power_tool.n.01,2.0,saber_saw.n.01 -> power_saw.n.01 -> power_tool.n.01,True,True,,synset_name,synset_name,saber_saw.n.01,power_tool.n.01
218,bass drum,percussion instrument,True,bass_drum.n.01,percussion_instrument.n.01,2.0,bass_drum.n.01 -> drum.n.01 -> percussion_instrument.n.01,True,True,,synset_name,synset_name,bass_drum.n.01,percussion_instrument.n.01
219,butter,dairy product,True,butter.n.01,dairy_product.n.01,1.0,butter.n.01 -> dairy_product.n.01,True,True,,synset_name,synset_name,butter.n.01,dairy_product.n.01
220,flute,woodwind,True,flute.n.01,woodwind.n.01,1.0,flute.n.01 -> woodwind.n.01,True,True,,synset_name,synset_name,flute.n.01,woodwind.n.01
221,vehicle,physical object,True,fomite.n.01,object.n.01,1.0,fomite.n.01 -> object.n.01,True,True,,synset_name,synset_name,fomite.n.01,object.n.01
222,fruit,food,False,,,,,True,True,,wn_lemma,wn_lemma,fruit.n.01,food.n.01
223,spirit level,measuring tool,False,,,,,True,True,,wn_lemma,wn_lemma,level.n.05,measurement.n.01
224,jeans,lower body clothing,True,jean.n.01,clothing.n.01,3.0,jean.n.01 -> workwear.n.01 -> apparel.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,jean.n.01,clothing.n.01
225,watercraft,vehicle,True,vessel.n.02,vehicle.n.01,2.0,vessel.n.02 -> craft.n.02 -> vehicle.n.01,True,True,,synset_name,synset_name,vessel.n.02,vehicle.n.01
226,rose,flowering plant,True,rose.n.01,plant.n.02,4.0,rose.n.01 -> shrub.n.01 -> woody_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_name,synset_name,rose.n.01,plant.n.02
227,factory,industrial building,False,,,,,True,True,,wn_lemma,wn_lemma,factory.n.01,building.n.01
228,lander,spacecraft,True,lander.n.02,spacecraft.n.01,1.0,lander.n.02 -> spacecraft.n.01,True,True,,synset_name,synset_name,lander.n.02,spacecraft.n.01
229,eagle,bird,True,eagle.n.01,bird.n.01,2.0,eagle.n.01 -> bird_of_prey.n.01 -> bird.n.01,True,True,,synset_name,synset_name,eagle.n.01,bird.n.01
230,violin,string instrument,True,violin.n.01,bowed_stringed_instrument.n.01,1.0,violin.n.01 -> bowed_stringed_instrument.n.01,True,True,,synset_name,synset_name,violin.n.01,bowed_stringed_instrument.n.01
231,blouse,upper body clothing,True,blouse.n.01,clothing.n.01,3.0,blouse.n.01 -> top.n.10 -> woman's_clothing.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,blouse.n.01,clothing.n.01
232,food,physical object,False,,,,,True,True,,wn_lemma,wn_lemma,food.n.01,object.n.01
233,grasshopper,insect,True,grasshopper.n.01,insect.n.01,2.0,grasshopper.n.01 -> orthopterous_insect.n.01 -> insect.n.01,True,True,,synset_name,synset_name,grasshopper.n.01,insect.n.01
234,cornet,brass instrument,True,cornet.n.01,brass.n.02,1.0,cornet.n.01 -> brass.n.02,True,True,,synset_name,synset_name,cornet.n.01,brass.n.02
235,violet,flowering plant,True,violet.n.01,plant.n.02,4.0,violet.n.01 -> viola.n.01 -> herb.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_name,synset_name,violet.n.01,plant.n.02
236,banjo,string instrument,False,,,,,True,True,,wn_lemma,wn_lemma,banjo.n.01,string.n.01
237,pliers,hand tool,True,pliers.n.01,hand_tool.n.01,1.0,pliers.n.01 -> hand_tool.n.01,True,True,,synset_name,synset_name,pliers.n.01,hand_tool.n.01
238,xylophone,percussion instrument,True,marimba.n.01,percussion_instrument.n.01,1.0,marimba.n.01 -> percussion_instrument.n.01,True,True,,synset_name,synset_name,marimba.n.01,percussion_instrument.n.01
239,parrot,bird,True,parrot.n.01,bird.n.01,1.0,parrot.n.01 -> bird.n.01,True,True,,synset_name,synset_name,parrot.n.01,bird.n.01
240,tie,accessory,False,,,,,True,True,,wn_lemma,wn_lemma,necktie.n.01,accessory.n.01
241,trowel,gardening tool,True,trowel.n.01,tool.n.01,2.0,trowel.n.01 -> hand_tool.n.01 -> tool.n.01,True,True,,synset_name,synset_name,trowel.n.01,tool.n.01
242,biplane,aircraft,True,biplane.n.01,aircraft.n.01,3.0,biplane.n.01 -> airplane.n.01 -> heavier-than-air_craft.n.01 -> aircraft.n.01,True,True,,synset_name,synset_name,biplane.n.01,aircraft.n.01
243,spinach,vegetable,True,spinach.n.01,vegetable.n.02,1.0,spinach.n.01 -> vegetable.n.02,True,True,,synset_name,synset_name,spinach.n.01,vegetable.n.02
244,sitar,string instrument,False,,,,,True,True,,wn_lemma,wn_lemma,sitar.n.01,string.n.01
245,turtle,reptile,True,turtle.n.02,reptile.n.01,3.0,turtle.n.02 -> chelonian.n.01 -> anapsid.n.01 -> reptile.n.01,True,True,,synset_name,synset_name,turtle.n.02,reptile.n.01
246,power drill,power tool,True,power.n.01,power.n.01,0.0,power.n.01,True,True,,synset_name,synset_name,power.n.01,power.n.01
247,monkey,mammal,True,monkey.n.01,mammal.n.01,3.0,monkey.n.01 -> primate.n.02 -> placental.n.01 -> mammal.n.01,True,True,,synset_name,synset_name,monkey.n.01,mammal.n.01
248,angle grinder,power tool,False,,,,,True,True,,wn_lemma,wn_lemma,angle.n.01,power_tool.n.01
249,iguana,reptile,True,common_iguana.n.01,reptile.n.01,5.0,common_iguana.n.01 -> iguanid.n.01 -> lizard.n.01 -> saurian.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_name,synset_name,common_iguana.n.01,reptile.n.01
250,onion,vegetable,True,onion.n.03,vegetable.n.01,1.0,onion.n.03 -> vegetable.n.01,True,True,,synset_name,synset_name,onion.n.03,vegetable.n.01
251,sander,power tool,True,drum_sander.n.01,power_tool.n.01,1.0,drum_sander.n.01 -> power_tool.n.01,True,True,,synset_name,synset_name,drum_sander.n.01,power_tool.n.01
252,mandolin,string instrument,False,,,,,True,True,,wn_lemma,wn_lemma,mandolin.n.01,string.n.01
253,beetle,insect,True,beetle.n.01,insect.n.01,1.0,beetle.n.01 -> insect.n.01,True,True,,synset_name,synset_name,beetle.n.01,insect.n.01
254,boots,footwear,True,boot.n.01,footwear.n.02,1.0,boot.n.01 -> footwear.n.02,True,True,,synset_name,synset_name,boot.n.01,footwear.n.02
255,cheese,dairy product,True,cheese.n.01,dairy_product.n.01,1.0,cheese.n.01 -> dairy_product.n.01,True,True,,synset_name,synset_name,cheese.n.01,dairy_product.n.01
256,cow,mammal,True,cow.n.02,mammal.n.01,2.0,cow.n.02 -> placental.n.01 -> mammal.n.01,True,True,,synset_name,synset_name,cow.n.02,mammal.n.01
257,wrench,hand tool,True,wrench.n.03,hand_tool.n.01,1.0,wrench.n.03 -> hand_tool.n.01,True,True,,synset_name,synset_name,wrench.n.03,hand_tool.n.01
258,shark,fish,True,shark.n.01,fish.n.01,3.0,shark.n.01 -> elasmobranch.n.01 -> cartilaginous_fish.n.01 -> fish.n.01,True,True,,synset_name,synset_name,shark.n.01,fish.n.01
259,euphonium,brass instrument,True,euphonium.n.01,brass.n.02,2.0,euphonium.n.01 -> bass_horn.n.01 -> brass.n.02,True,True,,synset_name,synset_name,euphonium.n.01,brass.n.02
260,daffodil,flowering plant,True,daffodil.n.01,plant.n.02,4.0,daffodil.n.01 -> narcissus.n.01 -> bulbous_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_name,synset_name,daffodil.n.01,plant.n.02
261,broccoli,vegetable,True,broccoli.n.02,vegetable.n.01,2.0,broccoli.n.02 -> cruciferous_vegetable.n.01 -> vegetable.n.01,True,True,,synset_name,synset_name,broccoli.n.02,vegetable.n.01
262,lettuce,vegetable,True,lettuce.n.03,vegetable.n.01,3.0,lettuce.n.03 -> salad_green.n.01 -> greens.n.01 -> vegetable.n.01,True,True,,synset_name,synset_name,lettuce.n.03,vegetable.n.01
263,dolphin,mammal,True,dolphin.n.02,mammal.n.01,6.0,dolphin.n.02 -> toothed_whale.n.01 -> whale.n.02 -> cetacean.n.01 -> aquatic_mammal.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_name,synset_name,dolphin.n.02,mammal.n.01
264,cardigan,upper body clothing,True,cardigan.n.01,clothing.n.01,3.0,cardigan.n.01 -> sweater.n.01 -> garment.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,cardigan.n.01,clothing.n.01
265,rail vehicle,vehicle,False,,,,,True,True,,wn_lemma,wn_lemma,railing.n.01,vehicle.n.01
266,recorder,woodwind,False,,,,,True,True,,wn_lemma,wn_lemma,recorder.n.01,woodwind.n.01
267,fir,tree,True,fir.n.02,tree.n.01,3.0,fir.n.02 -> conifer.n.01 -> gymnospermous_tree.n.01 -> tree.n.01,True,True,,synset_name,synset_name,fir.n.02,tree.n.01
268,cake,dessert,False,,,,,True,True,,wn_lemma,wn_lemma,cake.n.01,dessert.n.01
269,brownie,dessert,False,,,,,True,True,,wn_lemma,wn_lemma,brownie.n.01,dessert.n.01
270,pruning shears,gardening tool,True,shears.n.01,tool.n.01,5.0,shears.n.01 -> scissors.n.01 -> edge_tool.n.01 -> cutter.n.06 -> cutting_implement.n.01 -> tool.n.01,True,True,,synset_name,synset_name,shears.n.01,tool.n.01
271,submarine,watercraft,True,submarine.n.01,vessel.n.02,4.0,submarine.n.01 -> submersible.n.02 -> warship.n.01 -> ship.n.01 -> vessel.n.02,True,True,,synset_name,synset_name,submarine.n.01,vessel.n.02
272,lawn grass,grass,True,grass.n.01,grass.n.01,0.0,grass.n.01,True,True,,synset_name,synset_name,grass.n.01,grass.n.01
273,woodwind,instrument,False,,,,,True,True,,wn_lemma,wn_lemma,woodwind.n.01,instrument.n.01
274,sunflower,flowering plant,True,sunflower.n.01,angiosperm.n.01,2.0,sunflower.n.01 -> flower.n.01 -> angiosperm.n.01,True,True,,synset_name,synset_name,sunflower.n.01,angiosperm.n.01
275,flugelhorn,brass instrument,True,flugelhorn.n.01,brass.n.02,1.0,flugelhorn.n.01 -> brass.n.02,True,True,,synset_name,synset_name,flugelhorn.n.01,brass.n.02
276,brass instrument,instrument,False,,,,,True,True,,wn_lemma,wn_lemma,brass.n.02,instrument.n.01
277,shoes,footwear,True,shoe.n.01,footwear.n.02,1.0,shoe.n.01 -> footwear.n.02,True,True,,synset_name,synset_name,shoe.n.01,footwear.n.02
278,coach,road vehicle,True,passenger_car.n.01,vehicle.n.01,3.0,passenger_car.n.01 -> car.n.02 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_name,synset_name,passenger_car.n.01,vehicle.n.01
279,carrot,vegetable,True,carrot.n.03,vegetable.n.01,2.0,carrot.n.03 -> root_vegetable.n.01 -> vegetable.n.01,True,True,,synset_name,synset_name,carrot.n.03,vegetable.n.01
280,physical object,entity,True,object.n.01,entity.n.01,2.0,object.n.01 -> physical_entity.n.01 -> entity.n.01,True,True,,synset_name,synset_name,object.n.01,entity.n.01
281,cathedral,religious building,True,cathedral.n.01,building.n.01,3.0,cathedral.n.01 -> church.n.02 -> place_of_worship.n.01 -> building.n.01,True,True,,synset_name,synset_name,cathedral.n.01,building.n.01
282,yogurt,dairy product,True,yogurt.n.01,dairy_product.n.01,1.0,yogurt.n.01 -> dairy_product.n.01,True,True,,synset_name,synset_name,yogurt.n.01,dairy_product.n.01
283,guitar,string instrument,False,,,,,True,True,,wn_lemma,wn_lemma,guitar.n.01,string.n.01
284,scooter,road vehicle,True,scooter.n.02,vehicle.n.01,2.0,scooter.n.02 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_name,synset_name,scooter.n.02,vehicle.n.01
285,banana,fruit,True,banana.n.02,fruit.n.01,2.0,banana.n.02 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_name,synset_name,banana.n.02,fruit.n.01
286,sandals,footwear,True,sandal.n.01,footwear.n.02,2.0,sandal.n.01 -> shoe.n.01 -> footwear.n.02,True,True,,synset_name,synset_name,sandal.n.01,footwear.n.02
287,chicken,meat,True,chicken.n.01,meat.n.01,3.0,chicken.n.01 -> poultry.n.02 -> bird.n.02 -> meat.n.01,True,True,,synset_name,synset_name,chicken.n.01,meat.n.01
288,orchid,flowering plant,True,orchid.n.01,angiosperm.n.01,2.0,orchid.n.01 -> flower.n.01 -> angiosperm.n.01,True,True,,synset_name,synset_name,orchid.n.01,angiosperm.n.01
289,strawberry,fruit,True,strawberry.n.01,fruit.n.01,3.0,strawberry.n.01 -> berry.n.01 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_name,synset_name,strawberry.n.01,fruit.n.01
290,shopping mall,commercial building,False,,,,,True,True,,wn_lemma,wn_lemma,plaza.n.02,commercial.n.01
291,poppy,flowering plant,True,poppy.n.01,angiosperm.n.01,2.0,poppy.n.01 -> flower.n.01 -> angiosperm.n.01,True,True,,synset_name,synset_name,poppy.n.01,angiosperm.n.01
292,van,road vehicle,True,van.n.03,vehicle.n.01,3.0,van.n.03 -> car.n.02 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_name,synset_name,van.n.03,vehicle.n.01
293,freight train,rail vehicle,False,,,,,True,True,,wn_lemma,wn_lemma,freight_train.n.01,railing.n.01
294,dairy product,food,True,dairy_product.n.01,food.n.01,2.0,dairy_product.n.01 -> foodstuff.n.02 -> food.n.01,True,True,,synset_name,synset_name,dairy_product.n.01,food.n.01
295,cactus,plant,True,cactus.n.01,plant.n.02,3.0,cactus.n.01 -> succulent.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_name,synset_name,cactus.n.01,plant.n.02
296,hoe,gardening tool,True,hoe.n.01,tool.n.01,1.0,hoe.n.01 -> tool.n.01,True,True,,synset_name,synset_name,hoe.n.01,tool.n.01
297,synthesizer,keyboard instrument,True,synthesizer.n.02,keyboard_instrument.n.01,1.0,synthesizer.n.02 -> keyboard_instrument.n.01,True,True,,synset_name,synset_name,synthesizer.n.02,keyboard_instrument.n.01
298,rake,gardening tool,True,rake.n.03,tool.n.01,1.0,rake.n.03 -> tool.n.01,True,True,,synset_name,synset_name,rake.n.03,tool.n.01
299,orange,fruit,True,orange.n.01,fruit.n.01,3.0,orange.n.01 -> citrus.n.01 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_name,synset_name,orange.n.01,fruit.n.01
300,trombone,brass instrument,True,trombone.n.01,brass.n.02,1.0,trombone.n.01 -> brass.n.02,True,True,,synset_name,synset_name,trombone.n.01,brass.n.02
301,grass,plant,True,grass.n.01,plant.n.02,4.0,grass.n.01 -> gramineous_plant.n.01 -> herb.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_name,synset_name,grass.n.01,plant.n.02
302,prickly pear,cactus,True,prickly_pear.n.01,cactus.n.01,1.0,prickly_pear.n.01 -> cactus.n.01,True,True,,synset_name,synset_name,prickly_pear.n.01,cactus.n.01
303,measuring tool,tool,True,tool.n.01,tool.n.01,0.0,tool.n.01,True,True,,synset_name,synset_name,tool.n.01,tool.n.01
304,wheatgrass,grass,True,wheatgrass.n.01,grass.n.01,1.0,wheatgrass.n.01 -> grass.n.01,True,True,,synset_name,synset_name,wheatgrass.n.01,grass.n.01
305,kayak,watercraft,True,kayak.n.01,vessel.n.02,4.0,kayak.n.01 -> canoe.n.01 -> small_boat.n.01 -> boat.n.01 -> vessel.n.02,True,True,,synset_name,synset_name,kayak.n.01,vessel.n.02
306,vegetable,food,True,vegetable.n.01,food.n.02,2.0,vegetable.n.01 -> produce.n.01 -> food.n.02,True,True,,synset_name,synset_name,vegetable.n.01,food.n.02
307,french horn,brass instrument,True,french_horn.n.01,brass.n.02,1.0,french_horn.n.01 -> brass.n.02,True,True,,synset_name,synset_name,french_horn.n.01,brass.n.02
308,crocodile,reptile,True,crocodile.n.01,reptile.n.01,3.0,crocodile.n.01 -> crocodilian_reptile.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_name,synset_name,crocodile.n.01,reptile.n.01
309,train,rail vehicle,False,,,,,True,True,,wn_lemma,wn_lemma,train.n.01,railing.n.01
310,penguin,bird,True,penguin.n.01,bird.n.01,4.0,penguin.n.01 -> sphenisciform_seabird.n.01 -> seabird.n.01 -> aquatic_bird.n.01 -> bird.n.01,True,True,,synset_name,synset_name,penguin.n.01,bird.n.01
311,accessory,clothing,True,accessory.n.01,clothing.n.01,1.0,accessory.n.01 -> clothing.n.01,True,True,,synset_name,synset_name,accessory.n.01,clothing.n.01
312,horse,mammal,True,horse.n.01,mammal.n.01,5.0,horse.n.01 -> equine.n.01 -> odd-toed_ungulate.n.01 -> ungulate.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_name,synset_name,horse.n.01,mammal.n.01
313,reed,grass,False,,,,,True,True,,wn_lemma,wn_lemma,reed.n.01,grass.n.01
314,school,educational building,True,school.n.02,building.n.01,1.0,school.n.02 -> building.n.01,True,True,,synset_name,synset_name,school.n.02,building.n.01
315,goat,mammal,True,goat.n.01,mammal.n.01,6.0,goat.n.01 -> bovid.n.01 -> ruminant.n.01 -> even-toed_ungulate.n.01 -> ungulate.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_name,synset_name,goat.n.01,mammal.n.01
316,cherry tree,tree,True,tree.n.01,tree.n.01,0.0,tree.n.01,True,True,,synset_name,synset_name,tree.n.01,tree.n.01
317,grain product,food,True,grain.n.02,food.n.01,2.0,grain.n.02 -> foodstuff.n.02 -> food.n.01,True,True,,synset_name,synset_name,grain.n.02,food.n.01
318,lily,flowering plant,True,lily.n.01,plant.n.02,4.0,lily.n.01 -> liliaceous_plant.n.01 -> bulbous_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_name,synset_name,lily.n.01,plant.n.02
319,religious building,building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_name,synset_name,building.n.01,building.n.01
320,lizard,reptile,True,lizard.n.01,reptile.n.01,3.0,lizard.n.01 -> saurian.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_name,synset_name,lizard.n.01,reptile.n.01
321,apartment building,residential building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_name,synset_name,building.n.01,building.n.01
